[2021-12-04 11:44:31]Socket Create...
[2021-12-04 11:44:40]Accept(1000000000000000000)...
[2021-12-04 11:44:40]Send(uuid)
[2021-12-04 11:49:00]Socket Create...
[2021-12-04 11:49:07]Accept(1000000000000000000)...
[2021-12-04 11:49:07]Send(uuid)
[2021-12-04 11:57:05]Socket Create...
[2021-12-04 11:57:08]Accept(1000000000000000000)...
[2021-12-04 11:57:08]Send(uuid)
[2021-12-04 11:58:35]Socket Create...
[2021-12-04 11:58:43]Accept(1000000000000000000)...
[2021-12-04 11:58:43]Send(uuid)
[2021-12-04 12:02:28]Socket Create...
[2021-12-04 12:02:32]Accept(1000000000000000000)...
[2021-12-04 12:02:32]Send(uuid)
[2021-12-04 12:04:31]Socket Create...
[2021-12-04 12:04:35]Accept(1000000000000000000)...
[2021-12-04 12:04:35]Send(uuid)
[2021-12-04 12:10:50]Socket Create...
[2021-12-04 12:10:58]Accept(1000000000000000000)...
[2021-12-04 12:10:58]Send(uuid)
[2021-12-04 12:13:59]Socket Create...
[2021-12-04 12:14:04]Accept(1000000000000000000)...
[2021-12-04 12:14:04]Send(uuid)
[2021-12-04 12:15:30]Socket Create...
[2021-12-04 12:15:35]Accept(1000000000000000000)...
[2021-12-04 12:15:35]Send(uuid)
[2021-12-04 12:15:50]Socket Create...
[2021-12-04 12:15:54]Accept(1000000000000000000)...
[2021-12-04 12:15:54]Send(uuid)
[2021-12-04 12:21:05]Socket Create...
[2021-12-04 12:21:38]Accept(1000000000000000000)...
[2021-12-04 12:21:38]Send(uuid)
[2021-12-04 12:25:05]Socket Create...
[2021-12-04 12:25:08]Accept(1000000000000000000)...
[2021-12-04 12:25:08]Send(uuid)
[2021-12-04 12:27:09]Socket Create...
[2021-12-04 12:27:16]Accept(1000000000000000000)...
[2021-12-04 12:27:16]Send(uuid)
[2021-12-04 12:28:33]Socket Create...
[2021-12-04 12:28:41]Accept(1000000000000000000)...
[2021-12-04 12:28:41]Send(uuid)
Join[qwerty1]Fail
[2021-12-04 12:32:25]Socket Create...
[2021-12-04 12:32:29]Accept(1000000000000000000)...
[2021-12-04 12:32:29]Send(uuid)
Join[qwerty1]Fail
[2021-12-04 12:34:03]Socket Create...
[2021-12-04 12:34:08]Accept(1000000000000000000)...
[2021-12-04 12:34:08]Send(uuid)
Join[qwerty1]Fail
[2021-12-04 12:52:25]Socket Create...
[2021-12-04 12:52:29]Accept(1000000000000000000)...
[2021-12-04 12:52:29]Send(uuid)
[2021-12-04 12:57:08]Socket Create...
[2021-12-04 12:57:12]Accept(1000000000000000000)...
[2021-12-04 12:57:12]Send(uuid)
Join[qwerty1]Fail
[2021-12-04 12:58:52]Socket Create...
[2021-12-04 12:58:56]Accept(1000000000000000000)...
[2021-12-04 12:58:56]Send(uuid)
Join[2e2qqq]Fail
[2021-12-04 13:02:08]Socket Create...
[2021-12-04 13:02:14]Accept(1000000000000000000)...
[2021-12-04 13:02:14]Send(uuid)
Join[qwerty1]Fail
[2021-12-04 13:21:57]Socket Create...
[2021-12-04 13:22:02]Accept(1000000000000000000)...
[2021-12-04 13:22:02]Send(uuid)
Join[qwerty1]Fail
[2021-12-04 13:25:43]Socket Create...
[2021-12-04 13:25:47]Accept(1000000000000000000)...
[2021-12-04 13:25:47]Send(uuid)
